日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20250630,2798,ワイズテーブルコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,279A,インターグ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2801,キッコーマン,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2802,味の素,プライム（内国株式）,3050,食料品,1,食品,2,TOPIX Large70
20250630,2804,ブルドックソース,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2805,ヱスビー食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2806,ユタカフーズ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2809,キユーピー,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,280A,ＴＭＨ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2810,ハウス食品グループ本社,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2811,カゴメ,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2813,和弘食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2814,佐藤食品工業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2815,アリアケジャパン,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20250630,2816,ダイショー,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2818,ピエトロ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2819,エバラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,281A,インフォメティス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2820,やまみ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,282A,グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2830,アヲハタ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2831,はごろもフーズ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2837,グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20250630,2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,283A,グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20250630,2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,ETF・ETN,-,-,-,-,-,-
20250630,2843,上場インデックスファンド豪州国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2844,上場インデックスファンド豪州国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20250630,2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,284A,フクヤ建設,PRO Market,2050,建設業,3,建設・資材,-,-
20250630,2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,ETF・ETN,-,-,-,-,-,-
20250630,2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,285A,キオクシアホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20250630,2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2861,上場インデックスファンドフランス国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20250630,2862,上場インデックスファンドフランス国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20250630,2863,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ米国株式・債券バランス保守型指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2866,グローバルＸ　米国優先証券　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20250630,2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,ETF・ETN,-,-,-,-,-,-
20250630,286A,ユカリア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,ETF・ETN,-,-,-,-,-,-
20250630,2871,ニチレイ,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2872,セイヒョー,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2874,横浜冷凍,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20250630,2875,東洋水産,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2876,デルソーレ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2877,日東ベスト,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,287A,黒田グループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20250630,2882,イートアンドホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2883,大冷,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2884,ヨシムラ・フード・ホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,288A,ラクサス・テクノロジーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2892,日本食品化工,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2894,石井食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2897,日清食品ホールディングス,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20250630,2901,ウェルディッシュ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2903,シノブフーズ,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2904,一正蒲鉾,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2907,あじかん,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2908,フジッコ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,290A,Ｓｙｎｓｐｅｃｔｉｖｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2910,ロック・フィールド,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20250630,2911,旭松食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2914,日本たばこ産業,プライム（内国株式）,3050,食料品,1,食品,1,TOPIX Core30
20250630,2915,ケンコーマヨネーズ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2916,仙波糖化工業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2917,大森屋,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2918,わらべや日洋ホールディングス,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20250630,291A,リスキル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2922,なとり,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2929,ファーマフーズ,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,292A,エスアイイー,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2930,北の達人コーポレーション,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20250630,2931,ユーグレナ,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20250630,2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,2933,紀文食品,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2934,ジェイフロンティア,グロース（内国株式）,3050,食料品,1,食品,-,-
20250630,2935,ピックルスホールディングス,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20250630,2936,ベースフード,グロース（内国株式）,3050,食料品,1,食品,-,-
20250630,2937,サンクゼール,グロース（内国株式）,3050,食料品,1,食品,-,-
20250630,2938,オカムラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品,-,-
20250630,293A,ＢＡＢＹ　ＪＯＢ,PRO Market,6100,小売業,14,小売,-,-
20250630,294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20250630,295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,ETF・ETN,-,-,-,-,-,-
20250630,2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,2962,テクニスコ,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20250630,296A,令和アカウンティング・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20250630,2970,グッドライフカンパニー,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20250630,2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20250630,2975,スター・マイカ・ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20250630,2978,ツクルバ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20250630,297A,アルピコホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20250630,2980,ＳＲＥホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20250630,2981,ランディックス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2982,ＡＤワークスグループ,プライム（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2983,アールプランナー,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2984,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2985,ファーストステージ,PRO Market,8050,不動産業,17,不動産,-,-
20250630,2986,ＬＡホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20250630,298A,ＧＶＡ　ＴＥＣＨ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20250630,2990,アイダ設計,PRO Market,8050,不動産業,17,不動産,-,-
20250630,2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2992,アーバンライク,PRO Market,8050,不動産業,17,不動産,-,-
20250630,2993,長栄,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20250630,2994,アンサーホールディングス,PRO Market,8050,不動産業,17,不動産,-,-
20250630,2995,ジェイレックス・コーポレーション,PRO Market,8050,不動産業,17,不動産,-,-
